Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
1АЛ01ЕВ88,,,,,,,,,,,,,
1ал01ил77,,,,,1,,2,,,,,,
1ал01ин85,,,,,,,,,,1,,,
1ал01ма82,,,,,,1,,,,,,,
1ал01не97,,,,,,,1,,,,,,
1ал01ни85,,,,,,,,,,1,,,
1ал01ни88,,,,,,,,,,4,,,
1ал01ол93,,,,,,,,,,1,,,
1ал01па88,,,,,,1,,,,,,,
1ал01св82,,,,,,,,1,,,,,
1ал02ал00,,,,,,,,,,,,,1
1ал02ал73,,,,,,,,,,,,2,
1ал02ал76,,,,,,,,,,2,,2,
1ал02ал81,,,,,,,,,,,,2,
1ал02ал84,,,,,,,,,,,,2,
1ал02ан93,,,,,,,,1,,,,,
1ал02ар88,,,2,,,,1,,,,,,
1ал02ва89,,,,,,,7,,,,,,
1ал02ви90,,,,,2,,,,1,,,,
1ал02ге93,,,3,,,,,,,,,,
1ал02ев69,,2,,,,,,,,,,,
1ал02иг04,,,,,,,,1,,,,,
1ал02иг90,,,,,,,,,1,,,,
1ал02ил92,,,,,,,,,,,,,3
1ал02ни03,,,,,,,,,3,,4,,1
1ал02ру03,,,,,,,,,,1,,2,
1ал02ру79,,,,,,,,,2,,,,
1ал02св77,,,,,,,,,,1,,,
1ал03ал81,,,,,,,,,,,,2,
1ал03ал94,,,1,,,,,,,,,,
1ал03ан03,,,,,,,,,1,,1,,
1ал03ан91,,,,,,,2,,,,,,
1ал03ви91,,,1,,,,,,,,,,
1ал03вл85,,,,,1,,,,,,,,
1Ал03Де87,,,,,,,,,,,,,
1ал03дм77,,,,,,,1,,,,,,
1ал03дм80,,,,,,,,1,,,,,
1ал03дм90,,,,,1,,,,,,,,
1ал03ев93,,,,,2,,,,,,,,
1ал03ег88,,,,,,,,,,1,,,
1ал03иг84,,,,,,,,,3,,,,
1ал03ки91,,,,,,,,,1,,,,
1ал03ма82,,,1,,,,,,,,,,
1ал03ни91,,,,,,,,,1,,,,
1ал03ол76,,,,,,,,,1,,,,
1ал03ол85,,,,,,,,,5,,,,
1ал03па90,,,,,2,,,,,,,,
1ал03ру80,,,,,,,,,,1,,,
1ал04ал69,,,,,,,,,,,2,,
1ал04ал76,,,,,,,,,,1,,,
1ал04ал81,,,,,,,,,,,,2,
1ал04ал89,,,,,,,2,,,,,,
1ал04ал98,,,,,,,,,2,,,,
1ал04ан70,,,,,,,,,,1,,,
1ал04ан71,,,,,,,1,,,,,,
1ал04ан76,,1,,,,,,,,1,,,
1ал04ан78,,,,,,,,,,4,,,
1ал04ан82,,,,,,,,1,,,,,
1ал04ар98,,,,,1,,,,,,,,
1ал04ва83,,,,,,,,,1,,,,
1ал04ви90,,,,,,,2,,1,,1,,
1АЛ04ВЛ70,,,,,,,,,,,,,
1ал04вл73,,,,,,1,,,,,,,
1АЛ04ВЛ78,,,,,,,,,,,,,
1ал04вл81,,,,,,,1,,,,,,
1ал04да87,,,,,,,,2,,,,,
1ал04дм85,,,,,,,,,1,,,,
1ал04дм96,,,,,1,,,,,,,,
1ал04ег05,,,,,,,,,,,,,
1АЛ04ЕГ95,,,,,,,,,,,,,
1ал04ма83,,,,,,,,,,1,,,
1ал04ми96,,,,1,,,,,,,,,
1ал04ни86,,,,,,,,,,3,,,
1ал04ни88,,,,,,,,,,6,,,
1ал04ни89,,,,,,,,,,1,,,
1ал04ра80,,,,,,,,1,,,,,
1ал04се96,,,,,2,,,,,,,,
1ал05ал77,,1,,,,1,,,,2,,2,
1ал05ал88,,,,,,,,1,,,,,
1ал05ан80,,2,,,,,,,,,,,
1Ал05Ан93,,,,,,,,,,,,,
1ал05ге80,,,1,,,,3,,,,,,
1ал05ди76,,,2,,,,2,,,,,,
1ал05ди93,,,,,,,,,1,,,,
1ал05дм75,,,,,,,,,,,,,
1ал05дм76,,,1,,,,,,,1,,,
1ал05дм84,,,,,,,,,,2,,,
1ал05дм91,,,,,,2,,,,,,,
1ал05ег88,,,,,,,,,,1,,,
1ал05ив91,,,,,1,,,,,,,,
1АЛ05МА79,,,,,,,,,,,,,
1ал05ма83,,,,,,,3,,,,,,
1ал05па79,,,,,,,,,,,,,
1ал05фе87,,,,,1,,,,,,,,
1ал05фи81,,,,,2,,,,,,,,
1ал05юр97,,,,,2,,,,,,,,
1ал06ал60,2,,,,,,,,,,,,
1ал06ан92,,,,,1,,,,,,,,
1ал06ви78,,,,,,1,,,,,,,
1ал06ви89,,,,,,,,,1,,,,
1ал06ви95,2,,,,,,,,,,,,
1ал06ев84,,,2,,,,6,,,,,,
1ал06ег93,,,,,,,,,,,,2,
1ал06ел88,,,,,,,,1,,,,,
1ал06ил86,,,,,,,,,,1,,,
1ал06ко86,,,,,1,,,,,,,,
1ал06ко96,,,,,2,,,,,,,,
1ал06ма04,,,,,,,,,,,1,,
1ал06ни86,,,,,,,,,,2,,,
1Ал06Ол86,,,,,,,,,,,,,
1ал06се73,,,,,,,,,1,1,,,
1ал06юр88,,,,,,,,,5,,,,
1ал07ал89,,,,,,1,,,,,,,
1ал07ан89,,,,,,,,,,,2,,
1ал07ан90,,,,,,,,,,,,,1
1ал07ви86,,,,,,,1,,,,,,
1ал07да91,,,,,,,,,1,,,,
1ал07жа80,,,,,,,,1,,,,,
1ал07иг71,,,,,,,,8,,,,,
1ал07ма96,,,,,,,,2,,,,,
1ал07па76,,,,,,1,,,,,,,
1ал07па84,,1,,,,,,,,,,,
1ал07ро76,,,,,,,1,,,,,,
1ал07се81,,,,,,3,,,,,,,
1ал07со81,,1,,,,,,,,,,,
1ал07эд97,,,,,,,,2,,,,,
1ал08ал81,,,,,,1,,,,,,,
1ал08ан74,,,,,2,,,,,,,,
1ал08ан86,,,,,,,,2,,,,,
1ал08ан91,,,,,,1,,,,,,,
1ал08ви65,,,1,,,,4,,,,,,
1ал08вл94,,,,,,,2,,,,,,
1ал08дм83,,,,,,,,,,,,1,
1ал08дм86,,,,,,,,,,2,,,
1ал08дм91,,,,,,1,,,1,1,,,
1ал08ко91,,,1,,,,,,,,,,
1ал08ол83,,,,,,,,,2,,,,
1ал08ти96,,,,,,,,,,,1,,
1ал09ал75,,1,,,,,,,,,,,
1ал09ал77,,,,,,,,,,,1,2,
1ал09ал81,,,,,2,,,,,,,,
1ал09ан99,,,,,,,,7,,,,,
1ал09ар83,,,,,1,,,,,,,,
1ал09ар96,,,,,,,1,,,,,,
1ал09вл76,,,,,,,,1,,,,,
1ал09де82,,,,,1,,,,,,,,
1ал09дм83,,,,,,1,,,,,,,
1ал09ев91,,,,,,1,,,,,,,
1ал09па85,,,2,,,,2,,,,,,
1ал09па91,,1,,,,2,,,,,,,
1ал09ро76,,,,,,,1,,,,,,
1ал09св04,,,,,,,,,,,2,,
1ал10ал73,,,,,,,,,,,,,
1ал10ал82,,,,,,1,,,,,,,
1ал10ал87,,,,,1,1,,,,,,,
1ал10ан70,,,,,,,,,,,,3,
1ал10ан78,,,,,,,,,,1,,,
1ал10ан87,,2,,,,5,,,,,,,
1ал10ан90,,,,,,,,1,,,,,
1ал10ан93,,1,,,,2,,,,,,,
1ал10ва82,,,,,,,,,1,,,,
1ал10ва88,1,,,,,,,,,,,,
1ал10ви56,,,1,,,,1,,,,,,
1ал10вл75,,,,,,,,,3,,,,
1ал10гр80,,2,,,,1,,,,,,,
1ал10дм04,,,,,,,,,1,,,,
1ал10дм99,,,,,1,,,,,,,,
1ал10ев04,,,,,,,2,,,,,,
1ал10ев76,1,,,,,,,,,,,,
1ал10ев78,1,,2,,,,1,,,,,,
1ал10иг81,,,,,,,,,6,,,,
1ал10ки82,,,,,,1,,,,,,,
1ал10ки86,,,,,,,,,1,,,,
1ал10ми81,2,,,,1,,,,,,,,
1ал10ми83,,,,,,,1,,,,,,
1ал10ни79,,,,,,,,,1,,,,
1ал10ни83,,,,,,,,1,,,,,
1ал10ол94,,,,,,2,,,,,,,
1ал10ти82,,,,,,,,,1,,2,,
1ал10юр79,,,,,,,,,,,,,
1ал11ал95,,,,,,2,,,,,,,
1ал11ан96,,,,,1,,,,,,,,
1ал11вл78,,,,,,,,,,1,,2,
1АЛ11ДМ73,,,4,,,,,,,,,,
1ал11дм75,,,,,,,,,,,,,
1ал11дм89,,,,,,,,,,,,2,
1ал11ев78,,,,,,,,,,3,1,6,
1ал11ев87,,,3,,,,5,,,,,,
1ал11ив04,,,,,,,,,,,,,
1Ал11Ив72,,,,,,,,,,,,,
1ал11иг74,,,,,,,1,,,,,,
1ал11ки99,,,1,,,,,,,,,,
1ал11ни78,,,,,,,,,,,,2,
1ал11ни93,,,,,1,,,,,,,,
1ал11се90,,,,,,,,,,6,,,
1ал11ст76,,,,,,,,,,1,,,
1ал11ст78,,,,,,,,,,2,,,
1ал11та87,,,,,,,,1,,,,,
1ал11юр75,,,,,,,,,,1,,2,
1ал12ал73,,,,,,,5,,,,,,
1ал12ал82,,,,,,1,,,,2,,,
1ал12ал89,,,,,,,,,,1,,,
1ал12ал92,,,,,,,,,,,2,,
1ал12ан82,,,,,,,3,,,,,,
1ал12ар92,,1,,,,5,,,,,,,
1ал12ва73,,,,,,,1,,,,,,
1ал12ва80,,,1,,,,5,,,,,,
1ал12ва88,,,3,,,,1,,,,,,
1ал12ва92,,,,,,1,,,,,,,
1ал12ви80,,1,,,,,,,1,,,,
1ал12ви85,,,,,,,,,3,,,,
1ал12ви88,,2,,,,,,,,,,,
1ал12гл65,,,,,,,2,,,,,,
1ал12гр94,,,,,,,,,5,,,,
1ал12ев80,,,,,1,,,,,,,,
1ал12ив81,,1,,,,,,,,,,,
1ал12иг82,,,,,,,,,1,,,,
1ал12иг99,,,,,1,,,,,,,,
1ал12ки01,,,,,,,,,1,,,,
1ал12ко80,,,,,,,,1,,,,,
1ал12ма85,,2,,,,,,,,,,,
1ал12ми82,,,,,,,,,3,,,,
1ал12ни82,,,,,,1,,,1,,,,
1ал12ол81,,,,,1,,,,,,,,
1ал12па83,,,,,1,,,,,,,,
1ал12се67,,,,,1,,,,,,,,
1ал12се84,,,,,3,,,,,1,,,
1ал12се86,,,,,1,,,,,,,,
1ал12се92,,,,,,1,,,,,,,
1ал12та76,,,,,,,,,,1,,,
1ал13ал70,,,,,,,,,,,,,
1ал13ал76,,,,,,,,2,,,,,
1АЛ13АЛ77,,1,,,,,,,,,,,
1ал13ал88,,,,,,,,,1,,,,
1ал13ан79,,3,4,,,,,,,2,,2,
1ал13ан87,,,,,,,,,,,,2,
1ал13ар93,,,,,,,,,1,,,,
1ал13ва92,,1,,,,4,,,,,,,
1ал13ди75,,,,,,1,,,,,,,
1ал13дм72,,1,,,,,,,,,,,
1ал13дм73,2,,,,,,,,,,,,
1ал13дм80,,,,,,,1,,,,,,
1ал13дм83,,,,,,1,,,,,,,
1ал13дм85,,1,,,,2,,,,,,,
1ал13ев81,,,,,2,,,,,,,,
1ал13ев87,,,,,,,,,1,,2,,
1ал13ев88,,,,,,,,,,,2,,
1ал13ег82,,,,,,1,,,,,,,
1ал13иг80,,,,,,1,,,,,,,
1ал13иг85,,,,,4,,,,,,,,
1ал13ки89,1,,,,,,,,,,,,
1ал13ма73,,,,,,,1,,,,,,
1ал13ма89,,,,,,1,,,,,,,
1ал13ми81,,,2,,,,2,,,,,,
1ал13ни82,,3,,,,,,,,,,,
1Ал13Се80,,,,,,,,,,,,,
1ал13со97,,,,,,,1,,,,,,
1ал14ал80,,,,,,,,,1,,,,
1ал14ал87,,,2,,,,,,,,,,1
1ал14ан80,,,,,,,,,1,,,,
1ал14ан87,,,1,,,,,,,,,,
1ал14ва96,,,,,,,,3,,,,,
1ал14ви91,,2,,,,,,,,,,,
1ал14ев78,,,,,,,,,,1,,,
1ал14ег04,,,1,,,,1,,,,,,
1ал14иг79,,,2,,,,1,,,,,,
1ал14иг81,,,,,1,,,,,,,,
1ал14ко85,,,,,,,1,,,,,,
1ал14не80,,,3,,,,2,,,,,,
1ал14ни80,,,1,,,,2,,,,,,
1ал14ни93,,,,,,,,,,,1,,
1ал14св89,,,,,1,,,,,,,,
1ал14се73,,,,,,,,,,,,,
1ал14се77,,,,,,,,,,,,,
1ал14се80,,,,,,1,,,,,,,
1ал15ал59,,,,,,,,,,1,,,
1ал15ал62,,,,,,1,,,,,,,
1ал15ал69,,3,,,,4,,,1,,3,5,1
1ал15ал77,,,2,,,,,,,,,,
1ал15ал79,,,,,,,,,,,,,
1ал15ал87,,,,,1,,,,,,,,
1ал15ал91,,,,,,,1,,,,,,
1ал15ан75,,3,,,2,1,,,,,,,
1ал15ан80,,,,,,,,,1,,,,
1ал15ви89,,,,,1,,,,,,,,
1ал15вл06,,,,,,,,,,,,,
1ал15вл90,,,,,1,,,,,,,,
1ал15вл91,,,,,,,1,,,,,,
1ал15вя76,,,,,,,,,,,,,
1ал15де79,,,,,4,,,,,,,,
1ал15дм76,1,,,,,,,,,,,,
1ал15дм84,,,,,,,,,,,,,
1ал15иг88,,,,,,,,,,,,2,
1ал15ки91,,,,,,1,,,,,,,
1ал16ал03,,,,,,,,,,,1,,2
1ал16ал72,,,,,,,,,,1,,3,
1ал16ал77,,,,,,,,,1,,,,
1ал16ал88,,,,,,1,,,,,,,
1ал16ал91,,,,,1,,,,,,,,
1ал16ан72,,,,,,,,,,,,2,
1ал16ан77,,,,,,,,,1,,,,
1ал16ан91,,,,,,,,1,,,,,
1АЛ16АР03,,,,,,,,,,,,,1
1АЛ16ВЛ78,,,,,,,,,,,,,
1ал16вя82,,,,,,,3,,,,,,
1ал16ев89,,,,,,,,,,2,2,,
1ал16ег78,,,,,1,,,,,,,,
1ал16ни86,,,,,,,,,,3,,,
1ал16ро98,,,,,1,,,,,,,,
1ал16се82,,,,,,,,,3,,,,
1ал16се85,,,,,,,,,3,,,,
1ал17ал78,,1,,,,,,,,,,,
1ал17ал85,,,,,,,1,,,,2,,
1ал17ал86,,,,,,1,,,,,,,
1ал17ан84,,,,,,,1,,,,,,
1ал17ан85,,,,,,,1,,,,,,
1ал17вл79,,,,,,5,,,,,,,
1ал17вл83,,,,,,,1,,,,,,
1ал17вл85,,,3,,,,1,,,,,,
1ал17вл96,,2,,,,,,,,,,,
1ал17дм88,1,,,,,,,,,,,,
1ал17ев04,,,,,,,,,,,,,
1ал17ев79,,,,,,,,,,2,,,
1ал17ив85,,,,,,,6,,,,,,
1ал17на90,,,,,,,,1,,,,,
1ал17ни87,,,,,,,,,1,,,,
1ал17ол84,,,,,,,,,,,,2,
1АЛ17СЕ89,,,,,,,,,,,,,
1ал17се90,,,,,,,,1,,,,,
1ал18ал79,,,,,1,,,,,,,,
1ал18ал81,,,,,,,,,,,,1,
1ал18ал89,,,,,,,,,,,,1,
1ал18ал97,1,,,,,,,,,,,,
1ал18ан77,,,,,,,,,4,,,,
1ал18ан86,,,,,,,,,1,,,,
1ал18ар79,,,,,,,,,,,,2,
1АЛ18АР86,,,,,,,,,1,,,,
1ал18ар91,,,,,,,,,1,,2,,
1ал18ва91,,,1,,,,3,,,,,,
1ал18гр70,,,,,,1,,,,,,,
1ал18гр80,,,,,,1,,,,,,,
1ал18гр85,,,,,,1,,,,,,,
1ал18де85,,,,,,,,,,1,,2,
1ал18де92,,,,,,1,,,,,,,
1ал18ди70,,,,,,,2,,,,,,
1ал18ди77,,,,,,,1,,,,,,
1ал18дм88,,,,,,3,,,,,,,
1ал18ег78,,,,,1,,,,,,,,
1ал18ни72,,,,,,1,,,,,,,
1ал18ни86,,,1,,,,,,,,,,
1ал18па00,,,,,,,,,1,,2,,
1ал18се89,,,,,,,,,1,,,,
1ал18се91,,,,,,1,,,,,,,
1ал19ал77,,,,,1,,,,,,,,
1ал19ал85,,,,,,,,,,1,,,
1ал19ан76,,,,,,,,,,1,,,
1ал19ан80,,,,,,,,,,,,,
1ал19ан83,,,,,,1,,,,,,,
1ал19ан98,1,,,,,,,,,,,,
1ал19гл82,,,,,5,,,,,,,,
1ал19ив95,,,,,,,,,,1,,,
1Ал19Ма83,,,,,,,,,,,,,
1ал19ол83,,,,,,1,,,,,,,
1ал19ра00,,,,,1,,,,,,,,
1ал19ру87,,,,,1,,,,,,,,
1ал19та84,,,,,,,2,,,,,,
1ал19та90,,,,,,,1,,,,,,
1ал20ал86,,,,,,1,,,,,,,
1ал20ва90,,,,,,1,,,,,,,
1ал20ви75,,,,,,1,,,,,,,
1ал20ви80,,,,,1,,,,,,,,
1ал20ви85,,,,,,1,,,,,,,
1ал20вл91,,,,,,1,,,,,,,
1ал20вл97,,,,,,1,,,,,,,
1ал20де83,,,2,,,,6,,,,,,
1ал20дм86,,,,,,,,,,6,,,
1ал20ев84,,,,,,,,1,,,,,
1ал20ев90,,,,,,,1,,,,,,
1ал20ег88,,,4,,,,1,,,,,,
1ал20ив04,,,,,,,,,2,,,,
1ал20иг66,,1,,,,,,,,,,,
1ал20ки80,,1,,,,,,,,,,,
1ал20ни92,,1,,,,,,,,,,,
1ал20ол80,,1,,,,,,,,,,,
1ал20па78,,,1,,,,2,,,,,,
1ал20ру79,1,,,,,,,,,,,,
1ал20ру86,,,,,,,,,,,,2,
1ал20са83,,,,,,,,,,17,,,
1ал20са86,,,,,,,,,,3,,,
1ал20юр89,,,,,,,,6,,,,,
1ал21ал80,,,,,,1,,,,,,,
1ал21ан80,,,,,,,,1,,,,,
1ал21ар77,,,,,,,2,,,,,,
1ал21ар81,,,,,,,3,,,,,,
1ал21ва81,,,,,1,,,,,,,,
1ал21ви88,,,,,,,,,,2,,,
1ал21ви92,,,1,,,,1,,,,,,
1ал21вл82,,,,,4,,,,,,,,
1ал21ге78,,,,,,,,2,,,,,
1ал21дм79,,,,,,,,,,8,,,
1ал21ев98,,,,,,,,,1,,,,
1ал21иг92,,,,,,,,,,5,,,
1ал21ил80,,,,,1,,,,,,,,
1ал21се80,,,,,,,,,1,,,,
1ал22ал90,,,,,,,,,1,,,,
1ал22ан88,,,,,,,,,3,,,,
1ал22ва84,,,,,,,1,,,,,,
1ал22ви75,,5,,,,,,,,,,,
1ал22ви88,,,,,1,,,,,,,,
1ал22вя86,,,,,3,,,,,,,,
1ал22ди81,,,,,,,,,,,1,,
1ал22ди89,,,,,,1,,,,,,,
1АЛ22ДМ89,,,,,,1,,,,,,,
1ал22на92,,,,,,,2,,,,,,
1АЛ22НИ65,,,,,,,,,,,,,
1ал22ти89,,,,,,,9,,,,,,
1ал22то89,,,,,,,,,,1,,,
1ал23ал81,,,,,,1,,,,,,,
1ал23ал88,,,,,4,,,,,,,,
1ал23ан82,,,,,,,,,1,,,,
1ал23ан92,,,,,1,,,,,,,,
1ал23ан99,,,,,1,,,,,,,,
1ал23ва87,,,,,,,,,,,1,,
1ал23ви82,,,,,,,,,1,,,,
1ал23вл93,,,,,,1,,,,,,,
1ал23дм77,,,,,,,,,1,,,,
1ал23дм84,,,,1,,,,,,,,,
1ал23ил80,,,,,,,,,3,,,,
1ал23ма79,,,,,,,1,,,,,,
1ал23не80,,,,,,,3,,,,,,
1ал23не84,,,,,,,3,,,,,,
1ал23ни84,,,,,,,1,,,,,,
1ал23ни98,,,2,,,,,,,,,,
1ал23па80,2,,,,,,,,,,,5,1
1ал23ре93,,,,,,,,,1,,,,
1ал23ро88,,,,,,,,,1,,,,
1ал23се82,,,,,,,,,,1,,,
1ал24ал05,,,,,,,,,,,,,
1ал24ал81,,,,,5,,,,,,,,
1ал24ан80,,,1,,,,1,,,,,,
1ал24ан84,,,,,,,,1,,,,,
1ал24ва83,,,,,,,,,,,,,
1ал24ва85,,,,,,,2,,,,,,
1ал24ви82,,1,,,,,,,,,,,
1ал24да88,,,,,,,,,,1,,,
1ал24ди86,,,,,,,3,,,,,,
1ал24дм83,,,,,,,,,2,,,,
1АЛ24ДМ99,,,,,,,,,,,,,
1ал24иг96,,,1,,,,,,,,,,
1ал24ко70,,,,,,,1,,,,,,
1ал24ле79,,,,,,,,1,,,,,
1ал24ма80,,,,,1,,5,,,,,,
1ал24ми91,,,,,,,4,,,,,,
1ал24пе79,,,,,,,,4,,,,,
1ал24ян85,,,,,,,,,1,,,,
1ал25ал86,,,,,,,,,1,,,,
1ал25ан94,,1,,,,,,,,,,,
1ал25ви96,,,,,,1,,,,,,,
1ал25ди86,,,1,,,,,,,,,,
1ал25дм84,2,,,,,,,,,3,,,
1ал25дм86,,,2,,,,,,,,,,
1ал25ев76,,1,,,,1,,,,,,,
1ал25ма98,,,,,,,,,1,,2,,
1ал25ми96,,,,,,1,,,,,,,
1ал25ни90,,,,,,3,,,,,,,
1ал25се61,,,,,,,,,,,,,
1ал25се78,,,,,,,,,,,,2,
1ал25се79,1,,,,,,,,,,,,
1ал25се87,20,,3,,1,,,,,,,,
1ал25се97,,,,2,,,,,,,,,
1ал25ян91,,,,,,,1,,,,,,
1ал26ал76,2,,,,,,,,,,,,
1ал26ал82,,,,,5,,,,,,,,
1ал26ал86,,,,,,1,,,,,,,
1ал26ал87,,,,,,,,,,,,,1
1ал26ал88,,,,,,,,,,,,,1
1ал26ан83,,,,,,,,1,,,,,
1ал26дм84,,,,,,,2,,,,,,
1ал26дм87,,,,,,,,,,,2,,
1ал26ма86,,,,,1,,,,,,,,
1ал26ма90,,,,,2,,,,,,,,
1АЛ26РО91,,,,,,,,,,,,,
1ал26се80,,,,,,,2,,,,,,
1ал26се85,,,,,,,,,,,,2,
1ал26ти82,,,1,,,,,,,,,,
1ал27ал78,,,,,,,,,,,,2,
1ал27ви87,,,,,4,,,,,,,,
1ал27ге84,,,,,,,,,,,,,
1ал27ди88,,,,,,,,,3,,,,
1ал27ни77,,,,,,2,,,,,,,
1ал27се81,,,,,,,,,,,,,
1ал27юр81,,,,,,,,,6,,,,
1ал28ан83,,,,,,,,,,,,1,
1ал28ви95,,,,,1,,,,,,,,
1ал28гр78,,,,,1,,,,,,,,
1ал28ев86,,,,,,,,,1,,,,
1ал28ег96,,,,,,,3,,,,,,
1ал28ив90,,,,,1,,,,,,,,
1ал28иг79,,,,,,,,,,6,,,
1ал28ир79,,,,,,,,,,6,,,
1АЛ28НИ92,,,,,,,,,,,,,
1ал28па91,,,,,,,,,1,,1,,
1ал28се94,,,,,3,,,,,,,,
1ал28ти89,,,2,,,,5,,,,,,
1ал28тр05,,,,,,,,,,,1,,
1ал28эр82,,,,,,,2,,,,,,
1ал28юр86,,,,,,,,,1,,,,
1ал29ан78,,,,,,,2,,,,,,
1АЛ29ДМ77,,,,,,,,,,,,,
1ал29дм88,,,,,1,,,,,,,,
1ал29ег90,,,,,,2,,,,,,,
1ал29ив77,,,,,,,,,,,,,
1ал29ми89,,,,,,,,,,1,,,
1ал29ни95,,2,,,,,,,,,,,
1ал30ал90,,,,,,,4,,,,,,
1ал30ви94,,,,,1,,,,,,,,
1ал30вл87,,,1,,,,3,,,,,,
1АЛ30ДМ83,,,,,,,,,,,,,
1ал30ел87,,,,,,,,2,,,,,
1ал30иг89,,,2,,,,3,,,,,,
1ал30ил95,,,,,,,,,,,2,,
1ал30ма89,,,,,,,,,,5,,,
1ал30па90,,,,,1,,,,,,,,
1ал30ти82,,,,,,,,,,,,,1
1ал30юл90,,,,,,,,1,,,,,
1ал31ал78,,,,,1,,,,,,,,
1ал31ал83,,,,,,,,,,,,,
1ал31ал87,,,,,2,,,,,,,,
1ал31ан78,,1,,,,,,,,,,,
1ал31ва80,,,,,,,,1,,,,,
1ал31вл88,,2,,,,3,,,,,,,
1ал31де06,,,,,,,,,,,,,
1ал31дм91,,,,,,,,,,4,,,
1ал31ев01,,,,,,,,1,,,,,
1ал31ив03,,,,,,,,,,,,,
1ал31ки97,,,1,,,,,,,,,,
1ал31св80,,,,,1,,,,,,,,
1ал31се80,,,,,,,1,,,,,,
1ал31се87,,,2,,,,1,,,,,,
1ал31ян84,,,,,,,,1,,,,,
1ам23ал00,,,,,,,,,1,,,,
1АН01АЛ55,,,,,,,,,,,,,
1ан01ан78,,1,,,,,,,,,,,
1ан01ан88,1,,,,,,,,,,,,
1ан01ан97,,,,,,,,,4,,,,
1ан01бо82,,1,,,,1,,,,,,,
1ан01ви81,,,,,,,,,,,,,
1ан01га95,,,,,,,1,,,,,,
1ан01да78,,,,,,,2,,,,,,
1ан01ев90,,,,,,,,,,,7,,7
1ан01ек91,,,,,,,,1,,,,,
1ан01ки89,,,,,1,,,,,,,,
1ан01ма85,,,,,,,,,,,,2,
1АН01ОЛ61,,,,,,,,,,,,,
1ан01ол81,,,,,,,,,,1,,,
1ан01ол87,,,,,,,,,,,,,
1ан01па88,,,,,,2,,,,,,,
1ан01па89,,,,,,1,,,,,,,
1ан01ро88,,,,,,,,,,,1,,
1ан01св88,,,,,,,,1,,,,,
1АН01СЕ82,,,,,,,1,,,,,,
1ан01се99,,,3,,,,5,,,,,,
1ан02ал76,,,,,,,,,,,1,,1
1АН02АЛ80,,,,,,,,,1,,,,
1ан02ал86,,,,,,,,,1,,,,
1ан02ал88,,,,,,2,,,,,,,
1ан02ал89,,,,,,1,,,,,,,
1ан02ан03,,,,,,1,,,,,,,
1ан02ан64,,2,,,,,,,,,,,
1ан02ар90,,,,,,,,1,,,,,
1ан02ва99,2,,,,,,,,,,,,
1ан02дм92,,,,,,2,,,,,,,
1ан02иг85,,,,,,,,,1,,,,
1ан02ил97,,2,,,,1,,,,,,,
1ан02ки88,,1,,,,,,,,,,,
1ан02ко76,,,,,,,,,,,2,,
